app,installed_app,installed_app_24,installed_app_72,similar_app,hot_app,social_app,contact,contact_default,family,grandparent,land_line_ratio,land_line_count,mobile_phone_count,no_mobile_phone_ratio,offspring,parent,risk_keyword_ratio,risk_keyword_count,siblings,spouse,target
346.0,70.0,9.0,9.0,5.0,8.0,True,161.0,0.0,1.0,0.0,0.6335403727,102.0,41.0,0.2546583851,0.0,1.0,0.0,0.0,0.0,0.0,1
235.0,53.0,0.0,7.0,4.0,8.0,True,249.0,0.0,1.0,0.0,0.5261044177,131.0,115.0,0.4618473896,0.0,1.0,0.0080321285,2.0,0.0,0.0,0
284.0,68.0,1.0,3.0,4.0,6.0,True,9.0,0.0,0.0,0.0,0.3333333333,3.0,6.0,0.6666666667,0.0,0.0,0.0,0.0,0.0,0.0,0
227.0,38.0,1.0,5.0,13.0,2.0,True,277.0,0.0,1.0,0.0,0.440433213,122.0,135.0,0.4873646209,0.0,0.0,0.0036101083,1.0,1.0,0.0,0
150.0,19.0,4.0,5.0,4.0,5.0,True,717.0,0.0,3.0,0.0,0.5062761506,363.0,328.0,0.4574616457,0.0,1.0,0.0418410042,30.0,2.0,0.0,0
291.0,42.0,2.0,3.0,4.0,8.0,True,922.0,0.0,1.0,0.0,0.5195227766,479.0,424.0,0.4598698482,0.0,1.0,0.0032537961,3.0,0.0,0.0,0
375.0,100.0,1.0,4.0,24.0,7.0,True,786.0,0.0,4.0,0.0,0.2938931298,231.0,521.0,0.6628498728,1.0,0.0,0.0178117048,14.0,3.0,0.0,0
375.0,78.0,6.0,14.0,27.0,8.0,True,357.0,0.0,3.0,0.0,0.3641456583,130.0,213.0,0.5966386555,0.0,2.0,0.0084033613,3.0,1.0,0.0,0
247.0,18.0,3.0,3.0,4.0,4.0,True,155.0,0.0,4.0,1.0,0.5096774194,79.0,75.0,0.4838709677,0.0,2.0,0.0774193548,12.0,1.0,0.0,0
373.0,127.0,2.0,5.0,30.0,9.0,True,1278.0,0.0,3.0,0.0,0.5563380282,711.0,541.0,0.4233176839,0.0,0.0,0.0046948357,6.0,3.0,0.0,0
306.0,65.0,1.0,4.0,10.0,7.0,True,399.0,0.0,1.0,0.0,0.3082706767,123.0,203.0,0.5087719298,0.0,0.0,0.0100250627,4.0,1.0,0.0,1
361.0,74.0,3.0,4.0,14.0,9.0,True,161.0,0.0,0.0,0.0,0.4161490683,67.0,80.0,0.4968944099,0.0,0.0,0.0186335404,3.0,0.0,0.0,0
289.0,59.0,3.0,4.0,4.0,4.0,True,672.0,0.0,1.0,0.0,0.3095238095,208.0,401.0,0.5967261905,0.0,0.0,0.0,0.0,1.0,0.0,0
259.0,36.0,2.0,4.0,7.0,6.0,True,499.0,0.0,3.0,0.0,0.4348697395,217.0,269.0,0.5390781563,0.0,2.0,0.002004008,1.0,1.0,0.0,0
198.0,37.0,0.0,2.0,11.0,7.0,True,256.0,0.0,0.0,0.0,0.30078125,77.0,173.0,0.67578125,0.0,0.0,0.0,0.0,0.0,0.0,0
238.0,21.0,0.0,1.0,6.0,3.0,True,766.0,0.0,1.0,0.0,0.3511749347,269.0,493.0,0.6436031332,0.0,0.0,0.0026109661,2.0,0.0,1.0,0
288.0,58.0,5.0,6.0,6.0,6.0,True,411.0,0.0,4.0,1.0,0.4598540146,189.0,214.0,0.5206812652,0.0,3.0,0.0462287105,19.0,1.0,0.0,0
352.0,72.0,6.0,6.0,13.0,8.0,True,423.0,0.0,1.0,0.0,0.451536643,191.0,206.0,0.4869976359,0.0,1.0,0.0283687943,12.0,0.0,0.0,0
293.0,51.0,0.0,5.0,8.0,9.0,True,261.0,0.0,0.0,0.0,0.4252873563,111.0,146.0,0.5593869732,0.0,0.0,0.0191570881,5.0,0.0,0.0,0
380.0,50.0,4.0,6.0,7.0,6.0,True,209.0,0.0,0.0,0.0,0.4736842105,99.0,103.0,0.4928229665,0.0,0.0,0.023923445,5.0,0.0,0.0,0
297.0,72.0,3.0,4.0,6.0,9.0,True,224.0,0.0,0.0,0.0,0.3571428571,80.0,125.0,0.5580357143,0.0,0.0,0.0267857143,6.0,0.0,0.0,1
285.0,44.0,3.0,4.0,1.0,7.0,True,348.0,0.0,2.0,1.0,0.3534482759,123.0,200.0,0.5747126437,0.0,1.0,0.0114942529,4.0,1.0,0.0,0
284.0,49.0,1.0,2.0,8.0,9.0,True,212.0,0.0,0.0,0.0,0.5,106.0,91.0,0.429245283,0.0,0.0,0.0283018868,6.0,0.0,0.0,0
419.0,138.0,1.0,3.0,10.0,9.0,True,596.0,0.0,0.0,0.0,0.3473154362,207.0,370.0,0.6208053691,0.0,0.0,0.0033557047,2.0,0.0,0.0,0
326.0,69.0,5.0,9.0,13.0,8.0,True,662.0,0.0,1.0,1.0,0.3685800604,244.0,388.0,0.586102719,0.0,0.0,0.003021148,2.0,0.0,0.0,1
261.0,38.0,1.0,2.0,11.0,7.0,True,313.0,0.0,1.0,0.0,0.4408945687,138.0,173.0,0.552715655,0.0,0.0,0.0031948882,1.0,1.0,0.0,0
296.0,80.0,1.0,2.0,8.0,9.0,True,988.0,0.0,6.0,0.0,0.3421052632,338.0,574.0,0.5809716599,0.0,1.0,0.0030364372,3.0,3.0,2.0,0
,,,,,,,483.0,0.0,4.0,3.0,0.4202898551,203.0,258.0,0.5341614907,0.0,2.0,0.0041407867,2.0,2.0,0.0,0
271.0,28.0,2.0,2.0,4.0,2.0,True,753.0,0.0,4.0,1.0,0.3386454183,255.0,460.0,0.6108897742,0.0,2.0,0.0039840637,3.0,1.0,1.0,0
295.0,39.0,0.0,2.0,6.0,6.0,True,587.0,0.0,1.0,0.0,0.3049403748,179.0,397.0,0.6763202726,0.0,0.0,0.0,0.0,1.0,0.0,0
301.0,20.0,4.0,5.0,6.0,7.0,True,420.0,0.0,3.0,0.0,0.3738095238,157.0,248.0,0.5904761905,0.0,1.0,0.019047619,8.0,2.0,0.0,0
241.0,72.0,7.0,22.0,22.0,4.0,True,198.0,0.0,1.0,0.0,0.5505050505,109.0,50.0,0.2525252525,0.0,1.0,0.0101010101,2.0,0.0,0.0,0
,,,,,,,396.0,0.0,2.0,0.0,0.4267676768,169.0,217.0,0.547979798,0.0,2.0,0.0101010101,4.0,0.0,0.0,0
296.0,50.0,2.0,4.0,5.0,8.0,True,484.0,0.0,3.0,1.0,0.458677686,222.0,252.0,0.520661157,0.0,1.0,0.0082644628,4.0,1.0,0.0,0
265.0,35.0,5.0,5.0,4.0,6.0,True,211.0,0.0,1.0,0.0,0.3981042654,84.0,101.0,0.4786729858,0.0,1.0,0.0047393365,1.0,0.0,0.0,0
316.0,57.0,2.0,3.0,2.0,7.0,True,288.0,0.0,1.0,0.0,0.5625,162.0,125.0,0.4340277778,0.0,1.0,0.0104166667,3.0,0.0,0.0,0
363.0,147.0,8.0,16.0,64.0,7.0,True,334.0,0.0,7.0,0.0,0.4191616766,140.0,185.0,0.5538922156,1.0,2.0,0.0089820359,3.0,4.0,0.0,0
517.0,175.0,0.0,0.0,14.0,8.0,True,1438.0,0.0,4.0,0.0,0.4721835883,679.0,743.0,0.516689847,0.0,4.0,0.0125173853,18.0,0.0,0.0,0
305.0,56.0,4.0,5.0,10.0,9.0,True,681.0,0.0,3.0,0.0,0.3480176211,237.0,348.0,0.5110132159,1.0,1.0,0.0029368576,2.0,1.0,0.0,0
247.0,77.0,4.0,5.0,7.0,9.0,True,904.0,0.0,3.0,0.0,0.4413716814,399.0,450.0,0.4977876106,0.0,2.0,0.0022123894,2.0,1.0,0.0,0
360.0,44.0,5.0,7.0,4.0,6.0,True,356.0,0.0,3.0,1.0,0.4269662921,152.0,178.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0
320.0,77.0,0.0,0.0,10.0,7.0,True,446.0,0.0,1.0,0.0,0.4596412556,205.0,236.0,0.5291479821,1.0,0.0,0.0,0.0,0.0,0.0,0
338.0,90.0,4.0,5.0,8.0,8.0,True,541.0,0.0,0.0,0.0,0.4288354898,232.0,285.0,0.5268022181,0.0,0.0,0.0092421442,5.0,0.0,0.0,0
352.0,40.0,3.0,16.0,5.0,5.0,True,394.0,0.0,1.0,0.0,0.4441624365,175.0,151.0,0.383248731,0.0,1.0,0.0152284264,6.0,0.0,0.0,0
287.0,57.0,4.0,4.0,9.0,5.0,True,1161.0,0.0,2.0,0.0,0.3031869078,352.0,769.0,0.6623600345,0.0,2.0,0.0172265289,20.0,0.0,0.0,0
146.0,15.0,1.0,2.0,1.0,5.0,True,30.0,0.0,0.0,0.0,0.5666666667,17.0,7.0,0.2333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
361.0,64.0,3.0,3.0,9.0,8.0,True,290.0,0.0,2.0,1.0,0.4620689655,134.0,118.0,0.4068965517,0.0,1.0,0.0068965517,2.0,0.0,0.0,1
306.0,63.0,3.0,5.0,7.0,6.0,True,513.0,0.0,0.0,0.0,0.4931773879,253.0,212.0,0.4132553606,0.0,0.0,0.0136452242,7.0,0.0,0.0,0
385.0,139.0,2.0,5.0,41.0,4.0,True,947.0,0.0,0.0,0.0,0.4435058078,420.0,510.0,0.5385427666,0.0,0.0,0.0232312566,22.0,0.0,0.0,0
275.0,69.0,4.0,6.0,11.0,7.0,True,390.0,0.0,5.0,0.0,0.2179487179,85.0,261.0,0.6692307692,0.0,4.0,0.0051282051,2.0,1.0,0.0,1
284.0,58.0,6.0,6.0,8.0,8.0,True,106.0,0.0,4.0,1.0,0.5660377358,60.0,45.0,0.4245283019,0.0,1.0,0.0188679245,2.0,2.0,1.0,0
143.0,25.0,8.0,9.0,9.0,3.0,True,321.0,0.0,2.0,0.0,0.5046728972,162.0,99.0,0.308411215,0.0,2.0,0.0280373832,9.0,0.0,0.0,0
326.0,25.0,5.0,6.0,7.0,4.0,True,563.0,0.0,2.0,0.0,0.4280639432,241.0,301.0,0.5346358792,0.0,2.0,0.0248667851,14.0,0.0,0.0,0
300.0,54.0,1.0,4.0,12.0,7.0,True,180.0,0.0,0.0,0.0,0.3555555556,64.0,55.0,0.3055555556,0.0,0.0,0.0333333333,6.0,0.0,0.0,0
299.0,56.0,0.0,3.0,8.0,9.0,True,351.0,0.0,2.0,0.0,0.3418803419,120.0,166.0,0.4729344729,0.0,2.0,0.0085470085,3.0,0.0,0.0,0
288.0,42.0,4.0,5.0,6.0,6.0,True,171.0,0.0,0.0,0.0,0.4970760234,85.0,61.0,0.3567251462,0.0,0.0,0.0,0.0,0.0,0.0,1
427.0,159.0,4.0,6.0,18.0,9.0,True,2207.0,0.0,5.0,0.0,0.3697326688,816.0,1321.0,0.598550068,0.0,1.0,0.0167648391,37.0,2.0,2.0,0
231.0,14.0,3.0,5.0,3.0,2.0,True,285.0,0.0,2.0,1.0,0.4350877193,124.0,116.0,0.4070175439,0.0,1.0,0.0035087719,1.0,0.0,0.0,0
345.0,102.0,3.0,3.0,24.0,8.0,True,358.0,0.0,2.0,0.0,0.5474860335,196.0,142.0,0.3966480447,0.0,2.0,0.0474860335,17.0,0.0,0.0,0
269.0,69.0,2.0,3.0,17.0,7.0,True,524.0,0.0,0.0,0.0,0.3167938931,166.0,348.0,0.6641221374,0.0,0.0,0.0,0.0,0.0,0.0,0
298.0,38.0,1.0,2.0,9.0,8.0,True,32.0,0.0,0.0,0.0,0.21875,7.0,15.0,0.46875,0.0,0.0,0.0,0.0,0.0,0.0,0
306.0,60.0,0.0,2.0,11.0,9.0,True,493.0,0.0,1.0,0.0,0.2839756592,140.0,235.0,0.476673428,0.0,1.0,0.0101419878,5.0,0.0,0.0,0
372.0,57.0,3.0,7.0,11.0,9.0,True,403.0,0.0,0.0,0.0,0.3846153846,155.0,242.0,0.6004962779,0.0,0.0,0.0198511166,8.0,0.0,0.0,0
296.0,71.0,1.0,1.0,10.0,8.0,True,219.0,0.0,2.0,0.0,0.4794520548,105.0,113.0,0.5159817352,0.0,1.0,0.0136986301,3.0,1.0,0.0,0
299.0,43.0,1.0,2.0,5.0,8.0,True,99.0,0.0,0.0,0.0,0.4343434343,43.0,55.0,0.5555555556,0.0,0.0,0.0505050505,5.0,0.0,0.0,0
309.0,25.0,2.0,4.0,3.0,8.0,True,370.0,0.0,4.0,1.0,0.4756756757,176.0,185.0,0.5,0.0,0.0,0.0027027027,1.0,4.0,0.0,0
292.0,55.0,2.0,6.0,11.0,9.0,True,515.0,0.0,0.0,0.0,0.6388349515,329.0,167.0,0.3242718447,0.0,0.0,0.0097087379,5.0,0.0,0.0,0
318.0,69.0,1.0,2.0,8.0,8.0,True,225.0,0.0,1.0,1.0,0.3111111111,70.0,87.0,0.3866666667,0.0,0.0,0.0088888889,2.0,0.0,0.0,0
346.0,32.0,32.0,32.0,1.0,6.0,True,69.0,0.0,1.0,0.0,0.2753623188,19.0,45.0,0.652173913,0.0,0.0,0.0,0.0,1.0,0.0,0
395.0,119.0,3.0,6.0,9.0,8.0,True,654.0,0.0,1.0,0.0,0.3012232416,197.0,433.0,0.6620795107,0.0,0.0,0.001529052,1.0,0.0,1.0,1
280.0,71.0,16.0,24.0,18.0,7.0,True,670.0,0.0,2.0,0.0,0.4268656716,286.0,340.0,0.5074626866,0.0,1.0,0.0029850746,2.0,1.0,0.0,0
306.0,48.0,1.0,2.0,4.0,6.0,True,,,,,,,,,,,,,,,0
,,,,,,,945.0,0.0,4.0,0.0,0.3682539683,348.0,559.0,0.5915343915,0.0,1.0,0.0105820106,10.0,2.0,1.0,0
313.0,84.0,3.0,4.0,10.0,7.0,True,782.0,0.0,1.0,0.0,0.442455243,346.0,385.0,0.4923273657,1.0,0.0,0.0051150895,4.0,0.0,0.0,1
280.0,67.0,3.0,4.0,13.0,7.0,True,156.0,0.0,1.0,0.0,0.5064102564,79.0,71.0,0.4551282051,0.0,0.0,0.0192307692,3.0,1.0,0.0,0
258.0,32.0,2.0,10.0,11.0,5.0,True,400.0,0.0,2.0,0.0,0.2525,101.0,278.0,0.695,0.0,0.0,0.0,0.0,2.0,0.0,0
295.0,59.0,3.0,3.0,9.0,7.0,True,247.0,0.0,0.0,0.0,0.4412955466,109.0,108.0,0.4372469636,0.0,0.0,0.008097166,2.0,0.0,0.0,0
294.0,53.0,3.0,7.0,9.0,8.0,True,350.0,0.0,2.0,0.0,0.4371428571,153.0,192.0,0.5485714286,0.0,0.0,0.0114285714,4.0,2.0,0.0,0
299.0,53.0,5.0,12.0,8.0,5.0,True,1245.0,0.0,0.0,0.0,0.5445783133,678.0,555.0,0.4457831325,0.0,0.0,0.0024096386,3.0,0.0,0.0,0
300.0,54.0,4.0,5.0,8.0,8.0,True,109.0,0.0,4.0,0.0,0.5412844037,59.0,50.0,0.4587155963,0.0,4.0,0.0,0.0,0.0,0.0,0
415.0,99.0,0.0,3.0,4.0,8.0,True,393.0,0.0,4.0,0.0,0.3715012723,146.0,178.0,0.4529262087,1.0,2.0,0.010178117,4.0,1.0,0.0,0
,,,,,,,717.0,0.0,2.0,0.0,0.3974895397,285.0,426.0,0.5941422594,0.0,0.0,0.0013947001,1.0,2.0,0.0,0
259.0,30.0,5.0,8.0,6.0,4.0,True,268.0,0.0,0.0,0.0,0.4701492537,126.0,142.0,0.5298507463,0.0,0.0,0.0111940299,3.0,0.0,0.0,0
375.0,79.0,0.0,0.0,11.0,9.0,True,478.0,0.0,5.0,0.0,0.4748953975,227.0,227.0,0.4748953975,0.0,2.0,0.0020920502,1.0,3.0,0.0,0
401.0,86.0,4.0,4.0,15.0,9.0,True,1356.0,0.0,8.0,1.0,0.2042772861,277.0,1034.0,0.7625368732,0.0,3.0,0.0132743363,18.0,5.0,0.0,0
290.0,47.0,3.0,6.0,12.0,7.0,True,18.0,0.0,1.0,0.0,0.5555555556,10.0,8.0,0.4444444444,0.0,1.0,0.0,0.0,0.0,0.0,0
260.0,35.0,3.0,3.0,4.0,5.0,True,306.0,0.0,3.0,0.0,0.6111111111,187.0,119.0,0.3888888889,0.0,1.0,0.0130718954,4.0,2.0,0.0,0
279.0,50.0,2.0,2.0,4.0,5.0,True,613.0,1.0,1.0,1.0,0.3849918434,236.0,364.0,0.5938009788,0.0,0.0,0.0032626427,2.0,0.0,0.0,0
314.0,25.0,5.0,13.0,6.0,6.0,True,512.0,0.0,2.0,0.0,0.6328125,324.0,147.0,0.287109375,0.0,1.0,0.00390625,2.0,1.0,0.0,0
,,,,,,,1429.0,0.0,4.0,0.0,0.4807557733,687.0,630.0,0.4408677397,0.0,1.0,0.0027991603,4.0,3.0,0.0,0
277.0,48.0,2.0,2.0,8.0,4.0,True,216.0,0.0,2.0,1.0,0.4027777778,87.0,121.0,0.5601851852,0.0,0.0,0.0046296296,1.0,2.0,0.0,0
410.0,106.0,3.0,3.0,7.0,8.0,True,289.0,0.0,0.0,0.0,0.3702422145,107.0,179.0,0.6193771626,0.0,0.0,0.0138408304,4.0,0.0,0.0,0
276.0,83.0,7.0,12.0,9.0,6.0,True,149.0,0.0,4.0,0.0,0.4496644295,67.0,81.0,0.5436241611,0.0,1.0,0.0268456376,4.0,3.0,0.0,0
337.0,143.0,3.0,10.0,27.0,8.0,True,563.0,0.0,2.0,1.0,0.4245115453,239.0,290.0,0.5150976909,0.0,0.0,0.0124333925,7.0,2.0,0.0,0
358.0,63.0,7.0,9.0,12.0,4.0,True,918.0,0.0,0.0,0.0,0.3474945534,319.0,562.0,0.6122004357,0.0,0.0,0.0359477124,33.0,0.0,0.0,0
252.0,52.0,3.0,5.0,14.0,6.0,True,487.0,0.0,1.0,0.0,0.3921971253,191.0,255.0,0.523613963,0.0,1.0,0.0308008214,15.0,0.0,0.0,0
302.0,65.0,4.0,6.0,7.0,8.0,True,326.0,0.0,2.0,0.0,0.527607362,172.0,120.0,0.3680981595,0.0,1.0,0.027607362,9.0,1.0,0.0,0
325.0,82.0,3.0,4.0,4.0,9.0,True,342.0,0.0,2.0,0.0,0.4239766082,145.0,193.0,0.5643274854,0.0,2.0,0.0116959064,4.0,0.0,0.0,0
361.0,53.0,1.0,5.0,13.0,7.0,True,71.0,0.0,0.0,0.0,0.5915492958,42.0,20.0,0.2816901408,0.0,0.0,0.0422535211,3.0,0.0,0.0,0
277.0,68.0,1.0,6.0,10.0,5.0,True,148.0,0.0,1.0,0.0,0.3716216216,55.0,85.0,0.5743243243,0.0,1.0,0.027027027,4.0,0.0,0.0,0
299.0,73.0,1.0,1.0,17.0,8.0,True,1538.0,0.0,3.0,0.0,0.4037711313,621.0,877.0,0.5702210663,0.0,1.0,0.0019505852,3.0,2.0,0.0,0
305.0,70.0,7.0,12.0,12.0,9.0,True,437.0,0.0,2.0,0.0,0.5217391304,228.0,193.0,0.4416475973,0.0,1.0,0.0022883295,1.0,1.0,0.0,0
,,,,,,,148.0,0.0,1.0,0.0,0.5067567568,75.0,71.0,0.4797297297,0.0,0.0,0.0135135135,2.0,0.0,1.0,0
298.0,82.0,4.0,8.0,7.0,6.0,True,244.0,0.0,0.0,0.0,0.3729508197,91.0,81.0,0.3319672131,0.0,0.0,0.0,0.0,0.0,0.0,0
340.0,36.0,2.0,3.0,8.0,7.0,True,1010.0,0.0,3.0,0.0,0.3485148515,352.0,622.0,0.6158415842,0.0,2.0,0.0118811881,12.0,1.0,0.0,0
417.0,75.0,3.0,6.0,15.0,9.0,True,176.0,0.0,1.0,0.0,0.3352272727,59.0,113.0,0.6420454545,1.0,0.0,0.0227272727,4.0,0.0,0.0,0
289.0,30.0,2.0,2.0,2.0,6.0,True,359.0,0.0,2.0,1.0,0.4512534819,162.0,174.0,0.4846796657,1.0,0.0,0.0,0.0,0.0,0.0,0
,,,,,,,1112.0,0.0,2.0,0.0,0.4541366906,505.0,521.0,0.4685251799,0.0,1.0,0.0080935252,9.0,1.0,0.0,0
306.0,46.0,3.0,3.0,12.0,8.0,True,182.0,0.0,0.0,0.0,0.3516483516,64.0,112.0,0.6153846154,0.0,0.0,0.0054945055,1.0,0.0,0.0,0
338.0,78.0,5.0,6.0,14.0,9.0,True,1153.0,0.0,0.0,0.0,0.3764093669,434.0,710.0,0.6157849089,0.0,0.0,0.0069384215,8.0,0.0,0.0,0
337.0,62.0,4.0,4.0,3.0,8.0,True,1852.0,0.0,1.0,0.0,0.3261339093,604.0,1164.0,0.6285097192,0.0,0.0,0.0016198704,3.0,1.0,0.0,0
308.0,67.0,5.0,7.0,23.0,7.0,True,505.0,0.0,3.0,0.0,0.5267326733,266.0,226.0,0.4475247525,0.0,2.0,0.0396039604,20.0,0.0,1.0,0
252.0,89.0,6.0,8.0,9.0,8.0,True,986.0,0.0,2.0,0.0,0.3955375254,390.0,402.0,0.4077079108,0.0,0.0,0.0121703854,12.0,2.0,0.0,0
318.0,39.0,1.0,3.0,2.0,5.0,True,223.0,0.0,2.0,0.0,0.4529147982,101.0,113.0,0.5067264574,0.0,0.0,0.0044843049,1.0,2.0,0.0,0
274.0,42.0,5.0,8.0,16.0,6.0,True,55.0,0.0,0.0,0.0,0.5636363636,31.0,22.0,0.4,0.0,0.0,0.0181818182,1.0,0.0,0.0,0
389.0,74.0,3.0,7.0,5.0,8.0,True,1031.0,0.0,3.0,0.0,0.5451018429,562.0,443.0,0.4296799224,1.0,0.0,0.0019398642,2.0,2.0,0.0,0
294.0,39.0,4.0,4.0,5.0,8.0,True,356.0,0.0,2.0,0.0,0.3595505618,128.0,224.0,0.6292134831,0.0,1.0,0.0084269663,3.0,0.0,1.0,0
387.0,78.0,3.0,5.0,5.0,7.0,True,631.0,0.0,1.0,0.0,0.4516640254,285.0,302.0,0.4786053883,1.0,0.0,0.0031695721,2.0,0.0,0.0,0
262.0,45.0,4.0,4.0,7.0,7.0,True,482.0,0.0,1.0,0.0,0.2323651452,112.0,338.0,0.7012448133,0.0,1.0,0.010373444,5.0,0.0,0.0,0
276.0,60.0,1.0,1.0,2.0,7.0,True,79.0,0.0,1.0,0.0,0.4810126582,38.0,40.0,0.5063291139,0.0,0.0,0.0126582278,1.0,1.0,0.0,0
225.0,14.0,3.0,5.0,6.0,4.0,True,419.0,0.0,1.0,0.0,0.4200477327,176.0,222.0,0.5298329356,0.0,0.0,0.0095465394,4.0,1.0,0.0,0
336.0,74.0,13.0,15.0,11.0,6.0,False,166.0,0.0,0.0,0.0,0.4397590361,73.0,90.0,0.5421686747,0.0,0.0,0.0,0.0,0.0,0.0,0
286.0,29.0,3.0,4.0,4.0,7.0,True,98.0,0.0,3.0,0.0,0.4693877551,46.0,50.0,0.5102040816,0.0,1.0,0.0204081633,2.0,2.0,0.0,0
413.0,97.0,4.0,6.0,11.0,8.0,True,409.0,0.0,0.0,0.0,0.2738386308,112.0,280.0,0.684596577,0.0,0.0,0.0097799511,4.0,0.0,0.0,0
294.0,38.0,1.0,6.0,8.0,7.0,True,228.0,0.0,2.0,1.0,0.4605263158,105.0,120.0,0.5263157895,0.0,1.0,0.0175438596,4.0,0.0,0.0,0
300.0,34.0,2.0,3.0,2.0,6.0,True,413.0,0.0,1.0,0.0,0.4552058111,188.0,205.0,0.4963680387,0.0,1.0,0.0024213075,1.0,0.0,0.0,0
319.0,32.0,5.0,7.0,7.0,5.0,True,618.0,0.0,2.0,0.0,0.4902912621,303.0,307.0,0.496763754,0.0,2.0,0.0113268608,7.0,0.0,0.0,0
246.0,19.0,2.0,2.0,6.0,4.0,True,180.0,0.0,0.0,0.0,0.65,117.0,62.0,0.3444444444,0.0,0.0,0.0111111111,2.0,0.0,0.0,0
370.0,74.0,0.0,3.0,21.0,7.0,True,325.0,0.0,0.0,0.0,0.3661538462,119.0,195.0,0.6,0.0,0.0,0.0092307692,3.0,0.0,0.0,0
241.0,59.0,0.0,3.0,15.0,9.0,True,145.0,0.0,0.0,0.0,0.4551724138,66.0,77.0,0.5310344828,0.0,0.0,0.0206896552,3.0,0.0,0.0,0
351.0,63.0,1.0,1.0,14.0,6.0,True,286.0,0.0,1.0,0.0,0.3706293706,106.0,142.0,0.4965034965,0.0,1.0,0.006993007,2.0,0.0,0.0,0
337.0,78.0,5.0,5.0,4.0,8.0,True,891.0,0.0,5.0,0.0,0.3849607183,343.0,536.0,0.6015712682,0.0,2.0,0.0056116723,5.0,3.0,0.0,0
269.0,44.0,2.0,7.0,5.0,7.0,True,386.0,0.0,3.0,3.0,0.4455958549,172.0,212.0,0.5492227979,0.0,1.0,0.0,0.0,2.0,0.0,0
304.0,67.0,2.0,3.0,8.0,9.0,True,433.0,0.0,5.0,0.0,0.3210161663,139.0,286.0,0.6605080831,0.0,3.0,0.0,0.0,0.0,2.0,0
320.0,74.0,2.0,4.0,11.0,9.0,True,835.0,0.0,3.0,0.0,0.4011976048,335.0,438.0,0.5245508982,0.0,3.0,0.0107784431,9.0,0.0,0.0,0
296.0,67.0,2.0,4.0,3.0,5.0,True,1169.0,0.0,2.0,0.0,0.623609923,729.0,369.0,0.3156544055,1.0,1.0,0.005132592,6.0,0.0,0.0,0
305.0,23.0,3.0,3.0,7.0,7.0,True,414.0,0.0,0.0,0.0,0.5748792271,238.0,175.0,0.422705314,0.0,0.0,0.0,0.0,0.0,0.0,0
290.0,61.0,0.0,5.0,6.0,9.0,True,881.0,0.0,2.0,0.0,0.401816118,354.0,493.0,0.5595913734,0.0,1.0,0.0011350738,1.0,1.0,0.0,0
314.0,30.0,0.0,0.0,6.0,3.0,True,687.0,0.0,3.0,2.0,0.3857350801,265.0,405.0,0.5895196507,0.0,1.0,0.0160116448,11.0,1.0,0.0,0
402.0,134.0,1.0,3.0,9.0,8.0,True,1094.0,0.0,3.0,0.0,0.2705667276,296.0,689.0,0.6297989031,0.0,2.0,0.0063985375,7.0,1.0,0.0,0
276.0,50.0,2.0,4.0,6.0,8.0,True,95.0,0.0,2.0,1.0,0.3157894737,30.0,60.0,0.6315789474,0.0,0.0,0.0315789474,3.0,2.0,0.0,0
284.0,41.0,3.0,5.0,2.0,7.0,True,320.0,0.0,0.0,0.0,0.521875,167.0,149.0,0.465625,0.0,0.0,0.05,16.0,0.0,0.0,0
